intervention,phase,ct_id,pmid
intervention168,phase 2/phase 3,nct00153816,33022713
intervention168,phase 2/phase 3,nct00153816,29496722
intervention168,phase 2/phase 3,nct00153816,27978548
intervention168,phase 2/phase 3,nct00153816,27683872
intervention168,phase 2/phase 3,nct00153816,27474021
intervention168,phase 2/phase 3,nct00153816,26465985
intervention168,phase 2/phase 3,nct00153816,25329821
intervention168,phase 2/phase 3,nct00153816,28767463
intervention168,phase 2/phase 3,nct00153816,18541589
intervention168,phase 2/phase 3,nct00153816,25070320
intervention168,phase 2/phase 3,nct00153816,24014734
intervention169,phase 2,nct02294552,29360184
intervention169,phase 2,nct02294552,31541204
intervention169,phase 2,nct00105001,32499241
intervention169,phase 2,nct00105001,25085357
intervention169,phase 2,nct03128359,34156440
intervention169,phase 2,nct00792948,29618479
intervention169,phase 2,nct01572662,30389035
intervention169,phase 2,nct03779854,33049057
intervention169,phase 2,nct01790568,28784598
intervention169,phase 2,nct00914940,26053664
intervention169,phase 2,nct00946023,26183076
intervention169,phase 2,nct01338987,29248669
intervention169,phase 2,nct01168219,31212080
intervention169,phase 2,nct00133367,20107229
intervention169,phase 2,nct01810588,31217161
intervention169,phase 2,nct01810588,26869630
intervention169,phase 1,nct03816332,32503950
intervention169,phase 1,nct00880815,25145344
intervention169,phase 1,nct00890500,23996087
intervention169,phase 1,nct01471067,25778529
intervention169,phase 1,nct01471067,24094497
intervention169,phase 1,nct00498316,23234514
intervention169,phase 3,nct02345850,31106295
intervention169,phase 3,nct00406393,24982504
intervention169,phase 3,nct00928018,26729448
intervention169,phase 1/phase 2,nct00429143,21868572
intervention169,phase 1/phase 2,nct00369226,19713456
intervention169,phase 1/phase 2,nct00506922,19654407
intervention169,phase 1/phase 2,nct01203722,29242852
intervention23,phase 1,nct02598687,27535748
intervention23,phase 2,nct02839343,28750659
intervention23,phase 3,nct00016406,19851858
intervention23,phase 3,nct01216527,34160577
intervention23,phase 3,nct01216527,32877795
intervention23,phase 3,nct01216527,30089078
intervention23,phase 3,nct01216527,24907633
intervention23,phase 3,nct00107172,25500100
intervention23,phase 3,nct00107172,24982457
intervention23,phase 3,nct00430183,32706639
intervention23,phase 3,nct00297791,32224742
intervention23,phase 3,nct00297791,25830422
intervention23,phase 3,nct00297791,24924798
intervention23,phase 3,nct00297791,23640671
intervention23,phase 3,nct00297791,23395398
intervention23,phase 3,nct00297791,29746337
intervention23,phase 3,nct00297791,19486621
intervention23,phase 3,nct00643877,33214446
intervention23,phase 3,nct02887521,31618297
intervention23,phase 1/phase 2,nct02575859,27519353
intervention23,phase 2/phase 3,nct01515787,30688523
intervention23,early phase 1,nct01821612,27275632
intervention170,phase 1,nct00529022,23907406
intervention170,phase 1,nct00495872,23676418
intervention170,phase 2,nct00326170,17596541
intervention170,phase 2,nct01695122,33574900
intervention170,phase 1/phase 2,nct01898104,25421252
intervention116,early phase 1,nct02729194,30393825
intervention116,phase 1,nct01548144,26062823
intervention116,phase 1,nct01639911,30973373
intervention116,phase 1,nct01339871,32080210
intervention116,phase 1,nct01339871,25669829
intervention116,phase 1,nct01472081,30348216
intervention116,phase 1,nct01472081,24308791
intervention116,phase 1,nct01165385,28261651
intervention116,phase 1,nct00388076,24800949
intervention116,phase 1,nct01716416,30001987
intervention116,phase 1,nct02009449,31563517
intervention116,phase 1,nct02009449,32910338
intervention116,phase 1,nct02009449,27528724
intervention116,phase 1,nct00387387,23456563
intervention116,phase 2,nct01059656,32956651
intervention116,phase 2,nct01361334,30903275
intervention116,phase 2,nct02066285,32066540
intervention116,phase 2,nct02066285,31331701
intervention116,phase 2,nct02066285,30578023
intervention116,phase 2,nct01227928,26588236
intervention116,phase 2,nct02959554,33058158
intervention116,phase 2,nct01743482,28383677
intervention116,phase 2,nct01408004,27918762
intervention116,phase 2,nct01832259,30575560
intervention116,phase 2,nct01532687,31401903
intervention116,phase 2,nct01147822,32171288
intervention116,phase 2,nct01147822,29788981
intervention116,phase 2,nct00367679,20215520
intervention116,phase 2,nct02960906,32620212
intervention116,phase 2,nct01099540,23989950
intervention116,phase 2,nct02113826,30254189
intervention116,phase 2,nct01323400,27068858
intervention116,phase 2,nct01861951,27387325
intervention116,phase 2,nct01861951,32840417
intervention116,phase 2,nct01280201,26063633
intervention116,phase 1/phase 2,nct02055690,31932108
intervention116,phase 1/phase 2,nct02055690,28238563
intervention116,phase 1/phase 2,nct01716546,30386120
intervention116,phase 1/phase 2,nct01238770,28528917
intervention116,phase 1/phase 2,nct01238770,22014006
intervention116,phase 3,nct00866697,31519320
intervention116,phase 3,nct00866697,29267856
intervention116,phase 3,nct00866697,27769273
intervention116,phase 3,nct00866697,25225436
intervention116,phase 3,nct00866697,26588236
intervention116,phase 3,nct00866697,25434635
intervention116,phase 3,nct00720941,26685869
intervention116,phase 3,nct00720941,32171288
intervention116,phase 3,nct00720941,29654533
intervention116,phase 3,nct00720941,29788981
intervention116,phase 3,nct00720941,27000445
intervention116,phase 3,nct00720941,26702763
intervention116,phase 3,nct00720941,26457466
intervention116,phase 3,nct00720941,23964934
intervention116,phase 3,nct00720941,31601514
intervention116,phase 3,nct00334282,26702763
intervention116,phase 3,nct00334282,26685869
intervention116,phase 3,nct00334282,23321547
intervention116,phase 3,nct00334282,25227656
intervention116,phase 3,nct00334282,28683470
intervention116,phase 3,nct00334282,25349968
intervention116,phase 2/phase 3,nct02180867,32702309
intervention5,phase 2,nct00040690,18612102
intervention5,phase 2,nct00002665,18156492
intervention5,phase 2,nct00882206,24891274
intervention5,phase 2,nct00392834,25957391
intervention5,phase 2,nct00873093,30957229
intervention5,phase 2,nct00873093,28419486
intervention5,phase 2,nct00109837,29618479
intervention5,phase 2,nct00070174,28411282
intervention5,phase 2,nct00070174,22649108
intervention5,phase 2,nct00070174,22378848
intervention5,phase 2,nct00070174,20413658
intervention5,phase 2,nct00070174,20056794
intervention5,phase 2,nct00070174,19304957
intervention5,phase 2,nct00551460,32330241
intervention5,phase 2,nct00028600,32325171
intervention5,phase 2,nct02523976,34120773
intervention5,phase 2,nct02523976,33858040
intervention5,phase 2,nct00039377,34162404
intervention5,phase 2,nct00039377,24077846
intervention5,phase 2,nct00558519,33496745
intervention5,phase 2,nct00558519,30658992
intervention5,phase 2,nct00124111,20045791
intervention5,phase 2,nct00070135,26527780
intervention5,phase 2,nct00020943,22102709
intervention5,phase 2,nct00627666,21523798
intervention5,phase 2,nct00458848,27515250
intervention5,phase 2,nct00458848,21623761
intervention5,phase 2,nct00023998,32154021
intervention5,phase 3,nct01085617,27480385
intervention5,phase 3,nct00482833,23841729
intervention5,phase 3,nct00482833,25245446
intervention5,phase 3,nct02252042,33239737
intervention5,phase 3,nct02252042,33371020
intervention5,phase 3,nct02252042,30509740
intervention5,phase 3,nct02252042,30944020
intervention5,phase 3,nct02252042,25979390
intervention5,phase 3,nct01031030,26206258
intervention5,phase 3,nct00400946,29941458
intervention5,phase 3,nct00400946,26549586
intervention5,phase 3,nct00400946,20007809
intervention5,phase 3,nct00400946,27957785
intervention5,phase 3,nct00400946,29090520
intervention5,phase 3,nct00005596,23233662
intervention5,phase 3,nct00005596,23007406
intervention5,phase 3,nct00005596,22368272
intervention5,phase 3,nct00005596,18388178
intervention5,phase 3,nct01856478,31501887
intervention5,phase 3,nct00382109,25862561
intervention5,phase 3,nct00382109,24497539
intervention5,phase 3,nct00003577,25897014
intervention5,phase 3,nct00003577,24915873
intervention5,phase 3,nct00003577,17079759
intervention5,phase 3,nct00002798,20413658
intervention5,phase 3,nct00002798,20056794
intervention5,phase 3,nct00002798,19304957
intervention5,phase 3,nct00059839,25156886
intervention5,phase 3,nct00165178,23358966
intervention5,phase 3,nct00005603,24970932
intervention5,phase 3,nct00005603,22368272
intervention5,phase 3,nct00005603,23007406
intervention5,phase 3,nct00005603,19880498
intervention5,phase 3,nct00005603,18388178
intervention5,phase 3,nct00005603,20139093
intervention5,phase 3,nct00002476,19875337
intervention5,phase 3,nct00002744,20124218
intervention5,phase 3,nct00002542,28379421
intervention5,phase 3,nct00707083,32779947
intervention5,phase 3,nct00025636,28327958
intervention5,phase 3,nct00003728,34034929
intervention5,phase 3,nct00003728,23321258
intervention5,phase 3,nct00003728,28751566
intervention5,phase 3,nct00003728,26137961
intervention5,phase 3,nct00003728,24727815
intervention5,phase 3,nct00003728,26050650
intervention5,phase 3,nct00003728,20407035
intervention5,phase 3,nct00003893,31785830
intervention5,phase 3,nct00003937,32154021
intervention5,phase 3,nct00301925,28600210
intervention5,phase 3,nct00301925,34037241
intervention5,phase 3,nct00005047,25413313
intervention5,phase 3,nct00002514,24277073
intervention5,phase 3,nct00002514,23349309
intervention5,phase 3,nct00002514,23687089
intervention5,phase 3,nct00002514,33895809
intervention5,phase 3,nct00002514,19244158
intervention5,phase 3,nct00002514,18048644
intervention5,phase 3,nct00002514,19635999
intervention5,phase 3,nct00005585,23233662
intervention5,phase 3,nct00005585,23007406
intervention5,phase 3,nct00005585,18388178
intervention5,phase 3,nct00764907,26913693
intervention5,phase 3,nct00764907,24344215
intervention5,phase 3,nct00003934,20705755
intervention5,phase 3,nct00003593,21849481
intervention5,phase 3,nct00492856,24528179
intervention5,phase 3,nct00492856,29618479
intervention5,phase 3,nct00311636,26720025
intervention5,phase 3,nct00311636,21771987
intervention5,phase 3,nct00275106,28983060
intervention5,phase 3,nct00015873,20592248
intervention5,phase 3,nct00015873,19657114
intervention5,phase 3,nct00015873,17658395
intervention5,phase 3,nct01117441,33595793
intervention5,phase 3,nct01117441,31371414
intervention5,phase 3,nct01117441,31601692
intervention5,phase 3,nct01117441,28349335
intervention5,phase 3,nct00381680,32001530
intervention5,phase 3,nct00002812,22901620
intervention5,phase 3,nct00002812,21193696
intervention5,phase 3,nct00002812,18039957
intervention5,phase 3,nct00003012,26852132
intervention5,phase 3,nct00967057,34010787
intervention5,phase 3,nct00967057,30826273
intervention5,phase 3,nct00430118,26888258
intervention5,phase 3,nct00430118,23911702
intervention5,phase 3,nct00430118,22875627
intervention5,phase 3,nct00430118,22058224
intervention5,phase 3,nct00430118,21719599
intervention5,phase 3,nct00430118,20154213
intervention5,phase 3,nct00430118,18780832
intervention5,phase 3,nct00430118,29498923
intervention5,phase 3,nct00430118,29148893
intervention5,phase 3,nct00430118,26913693
intervention5,phase 3,nct00430118,21940824
intervention5,phase 3,nct00006455,21444917
intervention5,phase 3,nct00028756,25498218
intervention5,phase 3,nct00005945,31160295
intervention5,phase 3,nct00331097,25488686
intervention5,phase 3,nct00331097,18160303
intervention5,phase 3,nct00331097,25624439
intervention5,phase 3,nct00470223,29791011
intervention5,phase 3,nct00470223,28619014
intervention5,phase 3,nct00470223,27324280
intervention5,phase 3,nct00470223,31401903
intervention5,phase 1/phase 2,nct00448357,26210442
intervention5,phase 1/phase 2,nct00281983,23435461
intervention5,phase 1/phase 2,nct00281983,20595516
intervention5,phase 1/phase 2,nct00005802,19638218
intervention5,phase 2/phase 3,nct00003187,34146644
intervention5,phase 1,nct00742924,23664013
intervention171,phase 3,nct02446405,31157964
intervention171,phase 3,nct02003924,29949494
intervention171,phase 3,nct02003924,33010985
intervention171,phase 3,nct02003924,32469184
intervention171,phase 3,nct02003924,30770294
intervention171,phase 3,nct01212991,32527692
intervention171,phase 3,nct01212991,31830211
intervention171,phase 3,nct01212991,31274110
intervention171,phase 3,nct01212991,30202945
intervention171,phase 3,nct01212991,29522174
intervention171,phase 3,nct01212991,28682871
intervention171,phase 3,nct01212991,28645287
intervention171,phase 3,nct01212991,27477525
intervention171,phase 3,nct01212991,27195316
intervention171,phase 3,nct01212991,26578735
intervention171,phase 3,nct01212991,25888263
intervention171,phase 3,nct01212991,24881730
intervention171,phase 3,nct01212991,29096157
intervention171,phase 3,nct01212991,28117385
intervention171,phase 3,nct00974311,30126765
intervention171,phase 3,nct00974311,25171902
intervention171,phase 3,nct00974311,25361992
intervention171,phase 3,nct00974311,31830211
intervention171,phase 3,nct00974311,29272162
intervention171,phase 3,nct00974311,25123978
intervention171,phase 3,nct00974311,25104109
intervention171,phase 3,nct00974311,22894553
intervention171,phase 3,nct00974311,29096157
intervention171,phase 3,nct00974311,26278649
intervention171,phase 3,nct00974311,25917876
intervention171,phase 3,nct02677896,32336645
intervention171,phase 3,nct02677896,31329516
intervention171,phase 3,nct02677896,33955599
intervention171,phase 3,nct02677896,33356529
intervention171,phase 3,nct03834493,34044584
intervention171,phase 3,nct02438007,27525313
intervention171,phase 2,nct02430480,31000430
intervention171,phase 2,nct02384382,32897830
intervention171,phase 2,nct02007512,32988969
intervention171,phase 2,nct01302041,25687533
intervention171,phase 2,nct01302041,25937426
intervention171,phase 2,nct01302041,24739897
intervention171,phase 2,nct02091960,33591468
intervention171,phase 2,nct02203695,31196032
intervention171,phase 2,nct02034552,33744812
intervention171,phase 2,nct01664923,30189902
intervention171,phase 2,nct01664923,26811535
intervention171,phase 2,nct02125357,31727538
intervention171,phase 2,nct02125357,32923850
intervention171,phase 2,nct02125357,30591354
intervention171,phase 2,nct02125357,34083234
intervention171,phase 2,nct02268175,30811282
intervention171,phase 2,nct02199197,31937614
intervention171,phase 2,nct02312557,32616555
intervention171,phase 2,nct02787005,31774688
intervention171,phase 2,nct01889238,29373071
intervention171,phase 2,nct01091103,24882673
intervention171,phase 2,nct02346578,31564004
intervention171,phase 2,nct02346578,30971225
intervention171,phase 2,nct02288936,32923850
intervention171,phase 2,nct02288936,28472366
intervention171,phase 2,nct02288936,32149736
intervention171,phase 1,nct01362374,32205017
intervention171,phase 1,nct02532114,29856824
intervention171,phase 2/phase 3,nct00268476,28578639
intervention171,phase 2/phase 3,nct00268476,33599706
intervention171,phase 2/phase 3,nct00268476,29529169
intervention171,phase 2/phase 3,nct00268476,30355464
intervention171,phase 2/phase 3,nct00268476,26606329
intervention171,phase 2/phase 3,nct00268476,26719232
intervention171,phase 2/phase 3,nct00268476,22978443
intervention171,phase 2/phase 3,nct00268476,22452894
intervention171,phase 2/phase 3,nct00268476,33270906
intervention171,phase 2/phase 3,nct00268476,19519885
intervention171,phase 2/phase 3,nct00268476,27450106
intervention171,phase 2/phase 3,nct00268476,28800492
intervention171,phase 2/phase 3,nct00268476,24985962
intervention171,phase 2/phase 3,nct00268476,22747660
intervention171,early phase 1,nct02885649,31620309
intervention172,phase 3,nct00135499,27282998
intervention172,phase 3,nct00135499,26373676
intervention172,phase 3,nct00264953,24121121
intervention172,phase 3,nct00264953,28327958
intervention172,phase 3,nct00264953,23509310
intervention172,phase 3,nct00264953,20713848
intervention172,phase 3,nct00003389,23386127
intervention172,phase 3,nct00003389,25897153
intervention172,phase 3,nct00003389,23356491
intervention172,phase 3,nct00003389,23182987
intervention172,phase 3,nct00265018,26834240
intervention172,phase 3,nct00265018,24121121
intervention172,phase 3,nct00265018,20818855
intervention172,phase 3,nct00265018,29989855
intervention172,phase 3,nct00265018,28327958
intervention172,phase 3,nct00265018,23509310
intervention172,phase 3,nct02661503,29133014
intervention172,phase 3,nct01659099,33211799
intervention172,phase 3,nct01659099,33097974
intervention172,phase 3,nct00265031,30290903
intervention172,phase 3,nct00265031,28327958
intervention172,phase 3,nct01251107,21774708
intervention172,phase 2,nct00369681,22343727
intervention172,phase 2,nct00284271,20551376
intervention172,phase 2,nct00504504,22371887
intervention172,phase 2,nct02161692,25344361
intervention172,phase 1,nct00993512,27475428
intervention109,phase 2,nct01698905,29459949
intervention109,phase 2,nct00769327,25361995
intervention109,phase 2,nct01844765,31511239
intervention109,phase 3,nct00471497,24335106
intervention109,phase 3,nct00471497,23502220
intervention109,phase 3,nct00471497,21856226
intervention109,phase 3,nct00471497,21467546
intervention109,phase 3,nct00471497,20525993
intervention109,phase 3,nct00471497,24532039
intervention109,phase 3,nct00471497,23109697
intervention109,phase 3,nct00471497,22207416
intervention109,phase 3,nct00802841,27890073
intervention173,phase 1,nct02262455,31068369
intervention173,phase 1/phase 2,nct02186834,27557643
intervention174,phase 1,nct00932698,28803351
intervention174,phase 1,nct00932698,24920586
intervention174,phase 1,nct01645930,26337806
intervention174,phase 3,nct01564537,29054911
intervention174,phase 3,nct01564537,32145111
intervention174,phase 3,nct01564537,28803351
intervention174,phase 3,nct01564537,28683766
intervention174,phase 3,nct01564537,27002117
intervention174,phase 3,nct01564537,27119237
intervention174,phase 3,nct01564537,32350909
intervention174,phase 3,nct01564537,29741409
intervention174,phase 3,nct01564537,28751562
intervention174,phase 3,nct01850524,33763699
intervention174,phase 3,nct02312258,33021870
intervention174,phase 2,nct02046070,30460684
intervention174,phase 2,nct02046070,30471652
intervention174,phase 2,nct02410694,31558804
intervention174,phase 2,nct02400437,32822482
intervention174,phase 2,nct02400437,29661775
intervention174,phase 1/phase 2,nct01383928,29938772
intervention174,phase 1/phase 2,nct01217957,28803351
intervention174,phase 1/phase 2,nct01217957,25456369
intervention174,phase 1/phase 2,nct02343042,30352784
intervention174,phase 1/phase 2,nct02343042,28630120
intervention174,phase 1/phase 2,nct01335685,29954932
intervention174,phase 1/phase 2,nct02993094,30400780
intervention174,early phase 1,nct02630030,32874573
intervention175,phase 2,nct02521285,29948566
intervention175,phase 2,nct01259817,27708986
intervention175,phase 2,nct03192059,31138229
intervention175,phase 2,nct02169271,33409459
intervention175,phase 3,nct00224679,21890814
intervention175,phase 3,nct00000479,32354380
intervention175,phase 3,nct00000479,32102617
intervention175,phase 3,nct00000479,31322059
intervention175,phase 3,nct00000479,30021845
intervention175,phase 3,nct00000479,28775061
intervention175,phase 3,nct00000479,27902713
intervention175,phase 3,nct00000479,27099252
intervention175,phase 3,nct00000479,26951635
intervention175,phase 3,nct00000479,26180251
intervention175,phase 3,nct00000479,25908766
intervention175,phase 3,nct00000479,25475110
intervention175,phase 3,nct00000479,25249300
intervention175,phase 3,nct00000479,24860180
intervention175,phase 3,nct00000479,24345402
intervention175,phase 3,nct00000479,24248942
intervention175,phase 3,nct00000479,23856681
intervention175,phase 3,nct00000479,22438520
intervention175,phase 3,nct00000479,20980491
intervention175,phase 3,nct00000479,17161253
intervention175,phase 3,nct00000479,20573799
intervention175,phase 3,nct00000479,20697028
intervention175,phase 3,nct00000479,20488302
intervention175,phase 3,nct00000479,18687721
intervention175,phase 3,nct00000479,18598891
intervention175,phase 3,nct00000479,28988211
intervention175,phase 3,nct00000479,28174174
intervention175,phase 3,nct00000479,18043905
intervention175,phase 3,nct00000479,17938390
intervention175,phase 3,nct00000479,17704543
intervention175,phase 3,nct00000479,17701157
intervention175,phase 3,nct00000479,21673005
intervention175,phase 3,nct00000479,20647959
intervention175,phase 3,nct00000479,20511445
intervention175,phase 3,nct00000479,19395440
intervention175,phase 3,nct00000479,19364977
intervention175,phase 3,nct00000479,19204302
intervention175,phase 3,nct00000479,18514203
intervention175,phase 3,nct00000479,18835953
intervention175,phase 3,nct00000479,18975365
intervention175,phase 3,nct00000479,18339679
intervention175,phase 3,nct00000479,17332146
intervention175,phase 3,nct00000479,17310025
intervention175,phase 3,nct00000479,16864722
intervention175,phase 3,nct02927249,33130166
intervention175,phase 3,nct01646437,33186492
intervention175,phase 3,nct01646437,30342297
intervention175,phase 3,nct01259856,31515250
intervention175,phase 3,nct01259856,27708986
intervention175,phase 3,nct00405756,23242595
intervention175,phase 3,nct00405756,22571200
intervention175,phase 1,nct01042704,22451423
intervention175,phase 1/phase 2,nct01355705,29802551
intervention175,phase 1/phase 2,nct00833833,27267105
intervention175,phase 1/phase 2,nct00833833,24421329
intervention175,phase 1/phase 2,nct00833833,23243282
intervention175,phase 2/phase 3,nct00272324,31401653
intervention175,phase 2/phase 3,nct00272324,19923375
intervention175,phase 2/phase 3,nct00272324,31263057
intervention175,phase 2/phase 3,nct00272324,28218420
intervention175,phase 2/phase 3,nct00272324,27094489
intervention175,phase 2/phase 3,nct00272324,17551129
intervention92,phase 2,nct00043004,22431703
intervention92,phase 1,nct00568763,28679643
intervention176,phase 1,nct01375699,30221011
intervention177,phase 2,nct00585221,22198309
intervention177,phase 2,nct00852566,25761894
intervention177,phase 2,nct00852566,23328954
intervention177,phase 2,nct00852566,25082346
intervention177,phase 2,nct00858806,23678005
intervention177,phase 2,nct00424515,25609545
intervention177,phase 2,nct00424515,23775962
intervention177,phase 2,nct00103844,19779040
intervention177,phase 2,nct00044304,26797802
intervention177,phase 2,nct00044304,17709602
intervention177,phase 2,nct01593254,32265500
intervention177,phase 2,nct00973752,27171984
intervention177,phase 2,nct02685046,28424071
intervention177,phase 2,nct01137916,28282612
intervention177,phase 2,nct01137916,26861905
intervention177,phase 3,nct01511289,28939746
intervention177,phase 3,nct00327262,22511495
intervention177,phase 3,nct00327262,20145273
intervention177,phase 3,nct01460693,23380743
intervention177,phase 3,nct01460693,22645182
intervention177,phase 3,nct00760877,24948656
intervention177,phase 3,nct02130557,33851349
intervention177,phase 3,nct02130557,31428530
intervention177,phase 3,nct02130557,30989330
intervention177,phase 3,nct02130557,29091516
intervention177,phase 3,nct01275196,25766724
intervention177,phase 3,nct01151852,26699729
intervention177,phase 3,nct01151852,24140183
intervention177,phase 3,nct00519090,24472814
intervention177,phase 3,nct00481247,26118315
intervention177,phase 3,nct00481247,24311723
intervention177,phase 3,nct00481247,22160483
intervention177,phase 3,nct00481247,20525995
intervention177,phase 3,nct00481247,30120281
intervention177,phase 3,nct00481247,24289108
intervention177,phase 3,nct00481247,24357015
intervention177,phase 1/phase 2,nct02480608,32672489
intervention80,phase 2,nct00231582,24894084
intervention80,phase 2,nct01630083,31087075
intervention80,phase 2,nct01630083,30546962
intervention80,phase 2,nct01150630,29625841
intervention80,phase 2,nct01167738,26132091
intervention80,phase 3,nct00540800,21324184
intervention178,phase 2,nct00601016,19419474
intervention77,phase 3,nct00003140,33853037
intervention77,phase 3,nct00003140,27264120
intervention77,phase 3,nct00754845,33853037
intervention77,phase 3,nct00754845,27264120
intervention77,phase 3,nct00754845,29328860
intervention77,phase 3,nct00412022,31164265
intervention77,phase 3,nct00004205,30795773
intervention77,phase 3,nct00004205,26633571
intervention77,phase 3,nct00004205,29902286
intervention77,phase 3,nct00004205,26387144
intervention77,phase 3,nct00004205,21635709
intervention77,phase 3,nct00004205,32652112
intervention77,phase 3,nct00004205,30475668
intervention77,phase 3,nct00004205,29676944
intervention77,phase 3,nct00004205,19692688
intervention77,phase 3,nct00004205,18083065
intervention77,phase 3,nct00004205,27217455
intervention77,phase 3,nct00004205,25935582
intervention77,phase 3,nct00004205,26590813
intervention77,phase 3,nct00004205,26215945
intervention77,phase 3,nct00004205,24305979
intervention77,phase 3,nct00004205,16382061
intervention77,phase 3,nct00004205,22395644
intervention77,phase 3,nct00004205,21892704
intervention77,phase 3,nct00004205,22018631
intervention77,phase 3,nct00004205,20144231
intervention77,phase 3,nct00004205,19474112
intervention77,phase 3,nct00004205,17998546
intervention77,phase 3,nct00673335,22076253
intervention77,phase 3,nct00541086,29482983
intervention77,phase 3,nct00265759,34011995
intervention77,phase 1,nct01077453,26667449
intervention77,phase 2,nct00721409,32683565
intervention77,phase 2,nct00721409,32164785
intervention77,phase 2,nct00721409,30032196
intervention77,phase 2,nct00721409,30053671
intervention77,phase 2,nct00721409,26894413
intervention77,phase 2,nct00721409,25524798
intervention77,phase 2,nct00721409,29799329
intervention77,phase 2,nct00721409,29522361
intervention77,phase 2,nct01684215,31127500
intervention77,phase 2,nct01684215,26991823
intervention77,phase 2,nct01684215,32420697
intervention77,phase 2,nct01129622,22258545
intervention77,phase 2,nct02005887,30589600
intervention77,phase 2,nct03056755,33794206
intervention77,phase 2,nct03056755,33909934
intervention77,phase 2,nct01439711,32125937
intervention77,phase 2,nct01919229,27336726
intervention77,phase 1/phase 2,nct01105312,26774555
intervention77,phase 1/phase 2,nct00290745,19689789
intervention132,phase 2,nct00041067,21826527
intervention132,phase 2,nct03618550,34170745
intervention132,phase 2,nct00480597,34037241
intervention132,phase 3,nct01007942,24742739
intervention132,phase 3,nct00345059,18632181
intervention132,phase 3,nct02555657,33676601
intervention132,phase 3,nct01125566,26822398
intervention132,phase 1/phase 2,nct00706030,22967996
intervention179,phase 2,nct04341207,32923151
intervention179,phase 1/phase 2,nct01128296,29929491
intervention179,phase 1/phase 2,nct01128296,34002944
intervention179,phase 1/phase 2,nct03598595,31401903
intervention179,phase 1/phase 2,nct01206530,33416261
intervention180,phase 1,nct04116320,32819975
intervention180,phase 3,nct02394132,30105052
intervention180,phase 3,nct02669459,29902979
intervention180,phase 3,nct02385188,28877863
intervention180,phase 3,nct02329171,28173776
intervention180,phase 3,nct02329171,26897518
intervention180,phase 2,nct03233412,33957649
intervention181,phase 2,nct04435197,33373868
intervention181,phase 2,nct03515798,33330051
intervention76,phase 2,nct00547534,21239695
intervention76,phase 2,nct01716806,29038340
intervention76,phase 2,nct01716806,26377597
intervention76,phase 2,nct01716806,24359243
intervention76,phase 1/phase 2,nct01874054,29703778
intervention76,phase 3,nct00877006,30811293
intervention76,phase 3,nct00877006,24591201
intervention76,phase 3,nct00877006,26875824
intervention76,phase 3,nct04002297,32985902
intervention150,phase 2,nct01569204,29133014
intervention150,phase 2,nct02758717,33010817
intervention150,phase 2,nct02567851,32926420
intervention150,phase 2,nct01534078,31186274
intervention150,phase 1,nct01830777,31860140
intervention150,phase 1/phase 2,nct01896999,32853585
intervention150,phase 1/phase 2,nct01657331,29276022
intervention150,phase 1/phase 2,nct02581631,31398081
intervention150,phase 1/phase 2,nct01771107,29280762
intervention150,phase 1/phase 2,nct01771107,29663523
intervention150,phase 1/phase 2,nct01780662,30122620
intervention150,phase 3,nct02661503,29133014
intervention150,phase 3,nct01578499,33794441
intervention150,phase 3,nct01578499,32502876
intervention150,phase 3,nct01578499,28600132
intervention150,phase 3,nct01578499,32632956
intervention121,phase 1,nct02113813,28954786
intervention121,phase 1,nct01026415,23754575
intervention121,phase 1,nct01026415,22510871
intervention74,phase 3,nct00877006,30811293
intervention74,phase 3,nct00877006,24591201
intervention74,phase 3,nct00877006,26875824
intervention74,phase 3,nct00841945,28251914
intervention74,phase 3,nct00841945,29061568
intervention74,phase 3,nct01777152,30522922
intervention74,phase 3,nct01777152,25135998
intervention74,phase 3,nct00118209,32232481
intervention74,phase 3,nct00118209,30939090
intervention74,phase 3,nct00118209,22180164
intervention74,phase 3,nct00085202,33405951
intervention74,phase 3,nct00085202,33743477
intervention74,phase 3,nct00085202,33502920
intervention74,phase 3,nct00085202,25665007
intervention74,phase 3,nct00165178,23358966
intervention74,phase 3,nct00006721,29356608
intervention74,phase 3,nct00006721,23233710
intervention74,phase 3,nct00887146,31386061
intervention74,phase 3,nct00887146,29393183
intervention74,phase 2,nct00109837,29618479
intervention74,phase 2,nct00285389,20220059
intervention74,phase 2,nct02523976,34120773
intervention74,phase 2,nct02523976,33858040
intervention74,phase 2,nct00770224,29396094
intervention74,phase 2,nct00274924,19767508
intervention74,phase 2,nct01414855,31050355
intervention74,phase 2,nct01414855,30277102
intervention74,phase 2,nct01857934,32221013
intervention74,phase 2,nct00433537,24458437
intervention74,phase 1,nct01309789,29507077
intervention74,phase 1,nct01309789,25135998
intervention182,phase 3,nct00719303,27394382
intervention182,early phase 1,nct02993068,31266460
intervention183,phase 2,nct00083382,18669874
intervention87,phase 2,nct00303719,21403127
intervention87,phase 2,nct00303719,19179301
intervention87,phase 2,nct00303719,22430088
intervention87,phase 2,nct00070174,28411282
intervention87,phase 2,nct00070174,22649108
intervention87,phase 2,nct00070174,22378848
intervention87,phase 2,nct00070174,20413658
intervention87,phase 2,nct00070174,20056794
intervention87,phase 2,nct00070174,19304957
intervention87,phase 2,nct01427881,26764356
intervention87,phase 2,nct00110058,32499241
intervention87,phase 2,nct00031655,32499241
intervention87,phase 2,nct00309842,19706886
intervention87,phase 2,nct00309842,18997171
intervention87,phase 2,nct00425802,24534109
